Target,Source,Weight
33,42,21
42,3,20
42,30,21
42,20,23
20,91,21
91,75,21
75,90,20
75,77,21
42,35,23
35,46,20
35,82,20
35,78,20
78,72,20
35,6,21
6,63,20
35,83,21
83,16,21
16,61,21
35,34,21
6,81,21
6,36,21
35,23,22
23,89,20
6,50,22
50,79,20
50,11,21
63,53,22
53,51,20
51,45,20
53,69,20
51,96,22
72,54,23
54,26,20
26,55,22
6,59,23
59,56,21
83,13,23
13,12,22
23,49,23
49,92,20
92,8,20
8,41,23
79,97,23
8,57,23
57,27,23
27,44,20
27,40,20
44,0,21
8,99,23
99,60,24
42,37,24
75,70,24
90,28,24
35,65,24
35,43,24
43,95,22
95,62,22
62,25,23
62,19,23
25,1,24
6,71,24
83,64,24
64,58,21
34,14,24
79,94,24
94,15,22
15,67,23
54,24,24
25,74,24
64,76,24
64,85,24
83,32,25
81,68,25
23,18,25
54,47,25
55,98,25
98,29,21
29,2,20
98,7,21
7,5,20
98,66,23
2,48,23
48,73,25
73,87,22
59,38,25
99,93,25
1,84,25
48,39,26
90,80,26
35,86,26
65,22,26
80,88,27
85,9,27
79,10,27
58,4,27
42,17,28
54,52,28
9,21,29
0,31,30
