Target,Source,Weight
35,71,27
71,6,24
35,6,21
53,35,23
53,6,26
50,35,30
50,6,22
90,35,23
90,71,27
75,90,20
75,35,26
51,53,20
51,35,30
20,75,24
20,35,26
55,53,29
55,35,27
83,35,21
83,6,23
8,35,28
8,71,28
45,51,20
45,35,29
64,83,24
64,35,28
94,50,28
94,35,28
54,55,22
54,35,28
42,20,23
42,35,23
41,8,23
41,35,26
81,83,28
81,6,21
96,51,22
96,35,30
26,54,20
26,55,22
79,94,24
79,50,20
58,64,21
58,35,27
65,54,25
65,35,24
0,41,29
0,8,29
23,8,27
23,35,22
9,58,30
9,64,30
31,0,30
31,41,30
92,23,25
92,8,20
27,0,22
27,8,30
98,26,28
98,55,25
29,98,21
29,55,27
89,23,20
89,8,29
69,53,20
69,35,23
46,75,24
46,35,20
36,35,26
36,6,21
91,20,21
91,75,21
48,29,24
48,55,27
49,92,20
49,23,23
28,90,24
28,71,26
34,45,22
34,35,21
82,23,28
82,35,20
43,42,27
43,35,24
59,53,24
59,6,23
24,54,24
24,55,24
25,43,25
25,35,26
80,75,28
80,90,26
4,58,27
4,64,30
1,25,24
1,35,30
56,59,21
56,53,30
37,43,30
37,42,24
95,25,30
95,43,22
44,27,20
44,0,21
72,54,23
72,35,29
15,94,22
15,35,27
7,98,21
7,55,29
70,20,25
70,75,24
30,42,21
30,35,28
67,15,23
67,94,24
21,9,29
21,64,29
14,34,24
14,45,26
97,79,23
97,50,30
32,83,25
32,35,26
18,89,26
18,23,25
17,42,28
17,20,29
38,56,26
38,59,25
60,27,27
60,8,24
11,50,21
11,6,29
62,95,22
62,25,23
57,27,23
57,8,23
3,30,25
3,42,20
2,48,23
2,29,20
99,60,24
99,8,23
16,83,21
16,6,24
68,81,25
68,83,27
10,79,27
10,94,29
47,24,30
47,54,25
61,16,21
61,6,25
73,48,25
73,29,27
13,32,27
13,83,23
39,2,29
39,48,26
5,7,20
5,55,30
12,13,22
12,83,25
66,7,30
66,98,23
88,80,27
88,75,29
84,1,25
84,25,30
76,9,27
76,64,24
40,27,20
40,8,27
22,65,26
22,54,27
85,9,27
85,64,24
52,65,30
52,54,28
86,94,28
86,35,26
33,42,21
33,35,30
19,62,23
19,95,27
74,25,24
74,35,27
87,73,22
87,48,26
63,53,22
63,6,20
93,99,25
93,8,30
78,72,20
78,35,20
77,88,28
77,75,21
