Target,Source,Weight
5,56,20
56,1,20
1,67,20
67,58,20
58,65,20
65,9,20
9,18,20
18,11,20
11,23,20
23,60,20
60,96,20
96,44,20
44,28,20
28,51,20
51,160,20
160,3,20
3,101,20
101,24,20
24,40,20
40,14,20
14,36,20
36,80,20
80,72,20
72,68,20
68,62,20
62,41,20
41,83,20
83,54,20
54,127,20
127,16,20
16,20,20
20,55,20
55,252,20
252,50,20
50,237,20
237,13,20
13,144,20
144,12,20
12,95,20
95,30,20
30,123,20
123,114,20
114,94,20
94,42,20
42,117,20
117,6,20
6,17,20
17,45,20
45,39,20
39,46,20
46,111,20
111,35,20
35,27,20
27,118,20
118,140,20
140,86,20
86,26,20
26,198,20
198,2,20
2,22,20
22,115,20
115,25,20
25,52,20
52,43,20
43,69,20
69,31,20
31,76,20
76,175,20
175,48,20
48,85,20
85,161,20
161,112,20
112,19,20
19,47,20
47,181,20
181,15,20
15,66,20
66,0,20
0,29,20
29,10,20
10,174,20
174,73,20
73,164,20
164,57,20
57,33,20
33,34,20
34,90,20
90,116,20
116,81,20
81,169,20
169,113,20
113,38,20
38,70,20
70,63,20
63,37,20
37,102,20
102,7,20
7,180,20
180,152,20
152,88,20
88,109,20
109,142,20
142,21,20
21,59,20
59,64,20
64,135,20
135,99,20
99,120,20
120,151,20
151,49,20
49,8,20
8,4,20
4,92,20
92,173,20
173,79,20
79,345,20
345,61,20
61,87,20
87,145,20
145,74,20
74,149,20
149,168,20
168,105,20
105,77,20
77,215,20
215,121,20
121,202,20
202,32,20
32,185,20
185,153,20
153,147,20
147,98,20
98,106,20
106,214,20
214,217,20
217,188,20
188,184,20
184,91,20
91,229,20
229,119,20
119,75,20
75,122,20
122,89,20
89,130,20
130,150,20
150,82,20
82,97,20
97,110,20
110,402,20
402,132,20
132,263,20
263,124,20
124,201,20
201,93,20
93,137,20
137,195,20
195,157,20
157,71,20
71,53,20
53,107,20
107,163,20
163,226,20
226,131,20
131,133,20
133,134,20
134,154,20
154,211,20
211,176,20
176,126,20
126,319,20
319,189,20
189,100,20
100,182,20
182,291,20
291,166,20
166,281,20
281,170,20
170,172,20
172,219,20
219,104,20
104,84,20
84,136,20
136,261,20
261,78,20
78,238,20
238,213,20
213,208,20
208,179,20
179,108,20
108,167,20
167,165,20
165,225,20
225,297,20
297,159,20
159,251,20
251,282,20
282,308,20
308,199,20
199,141,20
141,227,20
227,242,20
242,192,20
192,239,20
239,356,20
356,301,20
301,138,20
138,246,20
246,298,20
298,146,20
146,268,20
268,206,20
206,254,20
254,257,20
257,178,20
178,177,20
177,273,20
273,218,20
218,249,20
249,193,20
193,148,20
148,224,20
224,155,20
155,247,20
247,125,20
125,274,20
274,190,20
190,233,20
233,231,20
231,204,20
204,183,20
183,253,20
253,103,20
103,139,20
139,197,20
197,207,20
207,244,20
244,203,20
203,258,20
258,306,20
306,196,20
196,278,20
278,186,20
186,200,20
200,187,20
187,342,20
342,269,20
269,156,20
156,216,20
216,280,20
280,235,20
235,232,20
232,210,20
210,191,20
191,311,20
311,299,20
299,171,20
171,286,20
286,267,20
267,328,20
328,220,20
220,221,20
221,323,20
323,162,20
162,290,20
290,209,20
209,212,20
212,129,20
129,277,20
277,321,20
321,270,20
270,293,20
293,222,20
222,259,20
259,307,20
307,236,20
236,241,20
241,275,20
275,295,20
295,377,20
377,255,20
255,240,20
240,234,20
234,348,20
348,335,20
335,315,20
315,248,20
248,320,20
320,158,20
158,354,20
354,355,20
355,285,20
285,223,20
223,329,20
329,264,20
264,262,20
262,322,20
322,421,20
421,230,20
230,260,20
260,302,20
302,333,20
333,317,20
317,243,20
243,279,20
279,310,20
310,284,20
284,289,20
289,352,20
352,336,20
336,353,20
353,361,20
361,296,20
296,398,20
398,266,20
266,324,20
324,338,20
338,287,20
287,394,20
394,404,20
404,128,20
128,318,20
318,272,20
272,417,20
417,271,20
271,314,20
314,372,20
372,256,20
256,304,20
304,425,20
425,407,20
407,309,20
309,313,20
313,373,20
373,390,20
390,397,20
397,364,20
364,346,20
346,350,20
350,469,20
469,389,20
389,420,20
420,365,20
365,362,20
362,283,20
283,194,20
194,332,20
332,316,20
316,454,20
454,325,20
325,143,20
143,357,20
357,292,20
292,391,20
391,412,20
412,378,20
378,339,20
339,276,20
276,245,20
245,385,20
385,368,20
368,432,20
432,382,20
382,386,20
386,426,20
426,265,20
265,419,20
419,294,20
294,205,20
205,472,20
472,366,20
366,369,20
369,305,20
305,388,20
388,452,20
452,359,20
359,383,20
383,418,20
418,423,20
423,450,20
450,367,20
367,340,20
340,326,20
326,439,20
439,483,20
483,413,20
413,435,20
435,453,20
453,341,20
341,228,20
228,403,20
403,415,20
415,399,20
399,330,20
330,400,20
400,431,20
431,457,20
457,250,20
250,492,20
492,347,20
5,409,20
409,300,20
300,374,20
374,443,20
443,408,20
5,465,20
465,288,20
288,331,20
331,349,20
349,498,20
498,370,20
370,410,20
410,360,20
360,337,20
337,406,20
5,487,20
487,466,20
466,384,20
384,428,20
428,480,20
56,495,20
495,468,20
468,459,20
459,496,20
496,414,20
414,303,20
303,438,20
1,436,20
436,327,20
327,381,20
381,488,20
488,380,20
380,405,20
405,463,20
463,467,20
467,497,20
497,371,20
371,393,20
393,334,20
65,481,20
481,455,20
455,440,20
440,395,20
395,343,20
343,376,20
376,476,20
476,451,20
451,479,20
479,449,20
449,429,20
429,387,20
387,344,20
344,411,20
411,427,20
427,434,20
11,401,20
401,441,20
441,470,20
470,464,20
464,473,20
473,489,20
489,416,20
416,475,20
475,358,20
358,430,20
430,484,20
484,456,20
23,477,20
477,312,20
312,458,20
458,494,20
494,493,20
493,442,20
442,444,20
444,447,20
60,351,20
351,482,20
482,486,20
96,396,20
44,433,20
28,461,20
160,471,20
101,422,20
422,446,20
446,363,20
363,448,20
14,474,20
474,491,20
80,478,20
478,485,20
41,490,20
20,445,20
13,375,20
144,392,20
35,460,20
460,462,20
86,424,20
10,379,20
169,437,20
437,499,20
