Target,Source,Weight
7,323,20
173,116,20
372,323,20
134,323,20
13,361,20
204,165,20
126,50,20
428,393,20
195,307,20
435,145,20
382,335,20
405,412,20
411,412,20
220,302,20
78,145,20
480,382,20
28,335,20
217,33,20
401,307,20
381,297,20
276,46,20
276,412,20
445,136,20
279,468,20
340,215,20
56,393,20
321,215,20
137,63,20
278,297,20
105,335,20
433,258,20
15,323,20
341,347,20
58,120,20
164,174,20
369,11,20
350,382,20
440,94,20
55,264,20
41,332,20
394,282,20
234,131,20
249,359,20
386,335,20
207,131,20
462,420,20
294,145,20
210,211,20
298,180,20
298,378,20
106,456,20
293,488,20
153,300,20
491,297,20
256,297,20
227,314,20
156,298,20
35,361,20
424,291,20
466,343,20
481,369,20
26,412,20
121,297,20
143,323,20
109,297,20
395,366,20
299,50,20
339,165,20
213,49,20
82,354,20
218,105,20
199,291,20
53,470,20
274,147,20
99,50,20
263,186,20
346,267,20
345,87,20
40,163,20
469,468,20
351,361,20
324,224,20
324,361,20
76,475,20
432,47,20
169,335,20
93,400,20
434,444,20
286,468,20
474,131,20
305,300,20
399,359,20
399,425,20
484,119,20
365,338,20
17,116,20
288,412,20
51,326,20
392,117,20
24,258,20
404,64,20
214,168,20
360,323,20
96,499,20
42,264,20
42,282,20
67,488,20
183,358,20
113,345,20
72,401,20
21,451,20
21,136,20
323,297,21
282,297,21
494,323,21
173,297,21
354,297,21
418,116,21
302,494,21
309,314,21
335,297,21
86,347,21
158,300,21
184,7,21
16,65,21
10,116,21
340,373,21
0,10,21
471,307,21
430,7,21
385,323,21
31,323,21
58,165,21
440,138,21
88,215,21
30,297,21
487,475,21
485,393,21
168,445,21
294,157,21
23,128,21
23,126,21
262,50,21
71,499,21
326,409,21
275,259,21
247,185,21
342,215,21
492,409,21
460,23,21
363,175,21
112,297,21
212,382,21
482,487,21
375,335,21
26,277,21
221,378,21
377,164,21
384,33,21
423,65,21
470,456,21
61,321,21
213,412,21
74,252,21
8,361,21
150,321,21
177,454,21
85,304,21
76,361,21
325,218,21
473,469,21
4,417,21
25,335,21
458,345,21
439,136,21
461,406,21
81,203,21
154,451,21
1,297,21
1,361,21
84,405,21
29,448,21
410,165,21
365,424,21
311,131,21
465,323,21
407,173,21
189,295,21
132,267,21
483,63,21
183,164,21
243,488,21
287,101,21
301,59,21
464,415,21
170,474,21
314,7,22
282,412,22
165,300,22
367,116,22
54,165,22
347,139,22
119,33,22
94,145,22
215,91,22
118,494,22
178,116,22
368,9,22
442,297,22
135,314,22
337,448,22
451,119,22
122,454,22
373,409,22
396,7,22
246,9,22
159,468,22
306,65,22
101,468,22
210,165,22
153,468,22
260,323,22
32,297,22
225,314,22
398,175,22
490,433,22
192,381,22
493,304,22
244,275,22
64,293,22
250,7,22
75,344,22
226,323,22
82,228,22
452,248,22
443,202,22
104,65,22
108,155,22
79,323,22
148,339,22
270,294,22
45,393,22
2,499,22
238,120,22
437,309,22
144,88,22
322,308,22
461,328,22
90,278,22
114,304,22
206,136,22
419,430,22
3,427,22
36,393,22
390,11,22
414,340,22
240,328,22
255,272,22
140,451,22
96,248,22
243,259,22
448,297,23
50,116,23
307,409,23
499,323,23
259,297,23
175,412,23
230,468,23
252,393,23
353,428,23
118,427,23
472,323,23
78,165,23
291,52,23
110,178,23
280,328,23
102,175,23
421,7,23
495,173,23
232,230,23
191,353,23
142,33,23
376,173,23
152,136,23
98,376,23
258,378,23
450,7,23
332,304,23
257,307,23
