Target,Source,Weight
4,8,20
8,49,20
49,6,20
6,17,20
17,45,20
45,16,20
16,20,20
20,55,20
55,62,20
62,41,20
41,83,20
83,54,20
54,127,20
127,26,20
26,86,20
86,37,20
37,29,20
29,0,20
0,66,20
66,15,20
15,148,20
148,193,20
193,30,20
30,95,20
95,12,20
12,18,20
18,9,20
9,52,20
52,25,20
25,88,20
88,48,20
48,85,20
85,68,20
68,23,20
23,11,20
11,71,20
71,53,20
53,107,20
107,116,20
116,81,20
81,169,20
169,113,20
113,38,20
38,70,20
70,63,20
63,184,20
184,91,20
91,229,20
229,115,20
115,3,20
3,101,20
101,24,20
24,40,20
40,14,20
14,36,20
36,80,20
80,72,20
72,279,20
279,84,20
84,104,20
104,219,20
219,96,20
96,44,20
44,28,20
28,51,20
51,160,20
160,106,20
106,2,20
2,22,20
22,243,20
243,296,20
296,33,20
33,34,20
34,90,20
90,220,20
220,32,20
32,185,20
185,27,20
27,35,20
35,76,20
76,31,20
31,69,20
69,43,20
43,77,20
77,105,20
105,1,20
1,56,20
56,5,20
5,198,20
198,58,20
58,65,20
65,118,20
118,114,20
114,94,20
94,42,20
42,117,20
117,199,20
199,64,20
64,59,20
59,21,20
21,97,20
97,82,20
82,103,20
103,139,20
139,197,20
197,179,20
179,108,20
108,167,20
167,19,20
19,47,20
47,181,20
181,136,20
136,46,20
46,39,20
39,75,20
75,119,20
119,131,20
131,133,20
133,123,20
123,134,20
134,102,20
102,7,20
7,180,20
180,152,20
152,194,20
194,87,20
87,61,20
61,154,20
154,130,20
130,89,20
89,122,20
122,135,20
135,99,20
99,120,20
120,151,20
151,57,20
57,132,20
132,263,20
263,124,20
124,201,20
201,74,20
74,145,20
145,129,20
129,212,20
212,186,20
186,200,20
200,187,20
187,92,20
92,173,20
173,79,20
79,345,20
345,149,20
149,168,20
168,146,20
146,164,20
164,73,20
73,174,20
174,10,20
10,291,20
291,50,20
50,237,20
237,13,20
13,144,20
144,158,20
158,320,20
320,111,20
111,143,20
143,325,20
325,222,20
222,253,20
253,159,20
159,251,20
251,98,20
98,147,20
147,153,20
153,227,20
227,141,20
141,176,20
176,126,20
126,319,20
319,189,20
189,100,20
100,182,20
182,195,20
195,137,20
137,93,20
93,211,20
211,260,20
260,188,20
188,217,20
217,214,20
214,256,20
256,304,20
304,270,20
270,293,20
293,358,20
358,142,20
142,109,20
109,170,20
170,172,20
172,323,20
323,162,20
162,290,20
290,190,20
190,233,20
233,231,20
231,204,20
204,183,20
183,301,20
301,138,20
138,150,20
150,230,20
230,285,20
285,177,20
177,178,20
178,196,20
196,278,20
278,332,20
332,203,20
203,244,20
244,207,20
207,422,20
422,248,20
248,226,20
226,163,20
163,60,20
60,175,20
175,67,20
67,337,20
337,267,20
267,247,20
247,125,20
125,274,20
274,206,20
206,254,20
254,257,20
257,202,20
202,121,20
121,215,20
215,209,20
209,161,20
161,112,20
112,236,20
236,241,20
241,275,20
275,252,20
252,213,20
213,208,20
208,280,20
280,216,20
216,156,20
156,269,20
269,261,20
261,78,20
78,238,20
238,265,20
265,419,20
419,245,20
245,276,20
276,255,20
255,235,20
235,232,20
232,210,20
210,191,20
191,157,20
157,242,20
242,192,20
192,239,20
239,356,20
356,386,20
386,262,20
262,264,20
264,329,20
329,223,20
223,249,20
249,218,20
218,273,20
273,140,20
140,250,20
250,457,20
457,305,20
305,299,20
299,155,20
155,224,20
224,365,20
365,284,20
284,289,20
289,352,20
352,336,20
336,353,20
353,165,20
165,225,20
225,297,20
297,312,20
312,458,20
458,395,20
395,343,20
343,306,20
306,258,20
258,317,20
317,294,20
294,205,20
205,472,20
472,322,20
322,421,20
421,350,20
350,346,20
346,364,20
364,281,20
281,166,20
166,330,20
330,399,20
399,415,20
415,357,20
357,292,20
292,310,20
310,347,20
347,171,20
171,286,20
286,315,20
315,335,20
335,326,20
326,340,20
340,367,20
367,348,20
348,234,20
234,240,20
240,407,20
407,128,20
128,318,20
318,272,20
272,417,20
417,271,20
271,314,20
314,372,20
372,338,20
338,277,20
277,321,20
321,370,20
370,298,20
298,246,20
246,366,20
366,369,20
369,385,20
385,368,20
368,432,20
432,382,20
382,401,20
401,283,20
283,360,20
360,302,20
302,333,20
333,418,20
418,383,20
383,309,20
309,313,20
313,282,20
282,308,20
308,311,20
311,361,20
361,408,20
408,443,20
443,110,20
110,402,20
402,287,20
287,394,20
394,404,20
404,381,20
381,327,20
327,436,20
4,363,20
363,448,20
448,341,20
341,228,20
228,403,20
403,433,20
433,328,20
328,303,20
303,307,20
307,259,20
259,371,20
371,393,20
393,221,20
221,447,20
447,268,20
268,375,20
4,441,20
441,470,20
470,453,20
453,390,20
390,397,20
397,406,20
4,454,20
454,316,20
316,477,20
477,354,20
354,355,20
355,377,20
377,295,20
8,389,20
389,420,20
8,435,20
435,413,20
413,459,20
459,378,20
378,339,20
339,342,20
342,425,20
425,490,20
490,409,20
409,300,20
300,374,20
49,423,20
423,450,20
450,396,20
396,469,20
49,451,20
451,455,20
455,440,20
6,324,20
324,266,20
266,398,20
398,456,20
456,410,20
410,487,20
487,466,20
466,384,20
384,428,20
428,465,20
465,288,20
288,331,20
331,349,20
6,359,20
359,430,20
6,400,20
400,431,20
431,489,20
489,473,20
473,464,20
6,479,20
479,449,20
449,429,20
17,444,20
17,486,20
486,362,20
45,474,20
45,480,20
16,405,20
405,380,20
380,412,20
412,387,20
387,344,20
344,411,20
20,445,20
62,388,20
388,452,20
452,442,20
442,493,20
62,495,20
41,468,20
468,491,20
41,485,20
54,461,20
54,475,20
475,379,20
26,462,20
86,424,20
37,484,20
193,434,20
434,427,20
12,481,20
12,496,20
25,476,20
476,376,20
85,438,20
68,498,20
53,494,20
169,437,20
437,499,20
499,416,20
91,467,20
3,439,20
439,483,20
36,492,20
80,478,20
104,446,20
446,414,20
160,373,20
160,471,20
2,426,20
34,334,20
27,463,20
35,460,20
114,391,20
59,351,20
181,392,20
214,488,20
172,482,20
202,497,20
