Target,Source,Weight
80,90,20
90,91,20
91,81,20
81,71,26
71,70,20
71,72,21
72,62,23
70,60,24
60,50,22
50,51,20
51,61,22
51,41,23
41,31,22
31,30,21
30,20,24
20,21,25
51,52,25
52,42,20
52,53,22
53,43,20
43,33,21
33,23,20
33,32,20
53,63,21
43,44,23
44,54,22
54,64,23
33,34,23
34,24,21
24,25,23
25,15,20
25,35,20
35,36,22
36,37,21
37,38,20
38,28,22
15,5,22
23,13,24
13,14,21
25,26,24
26,16,21
26,27,21
27,17,20
17,7,23
7,6,22
17,18,23
18,19,23
30,40,25
35,45,25
45,46,21
37,47,25
47,48,20
48,58,21
58,59,23
59,49,23
49,39,20
39,29,21
58,57,24
57,56,22
56,55,24
13,3,25
3,4,21
3,2,22
2,1,22
7,8,25
8,9,24
1,11,27
11,10,23
10,0,21
11,12,23
72,73,27
73,83,22
83,82,25
64,65,27
65,75,21
75,76,20
76,77,21
77,67,20
65,66,21
75,74,21
77,87,21
87,97,22
76,86,23
87,88,23
77,78,24
78,68,22
68,69,23
74,84,24
97,98,24
86,85,24
98,99,25
99,89,23
89,79,25
84,94,26
94,93,24
93,92,27
85,95,27
95,96,22
21,22,28
