Target,Source,Weight
15,25,20
17,27,20
23,33,20
25,35,20
39,49,20
42,52,20
43,53,20
67,77,20
80,90,20
81,91,20
32,33,20
47,48,20
37,38,20
70,71,20
50,51,20
75,76,20
90,91,20
0,10,21
16,26,21
24,34,21
29,39,21
33,43,21
48,58,21
53,63,21
65,75,21
77,87,21
74,75,21
36,37,21
30,31,21
76,77,21
45,46,21
3,4,21
71,72,21
65,66,21
26,27,21
13,14,21
5,15,22
28,38,22
31,41,22
44,54,22
50,60,22
51,61,22
68,78,22
73,83,22
87,97,22
95,96,22
6,7,22
52,53,22
35,36,22
2,3,22
1,2,22
56,57,22
7,17,23
41,51,23
49,59,23
54,64,23
62,72,23
76,86,23
89,99,23
18,19,23
43,44,23
17,18,23
33,34,23
10,11,23
58,59,23
68,69,23
11,12,23
87,88,23
24,25,23
13,23,24
20,30,24
60,70,24
74,84,24
25,26,24
55,56,24
8,9,24
93,94,24
97,98,24
77,78,24
85,86,24
57,58,24
3,13,25
30,40,25
35,45,25
37,47,25
79,89,25
82,83,25
98,99,25
7,8,25
20,21,25
70,80,26
84,94,26
1,11,27
11,21,27
57,67,27
85,95,27
92,93,27
72,73,27
21,22,28
