Target,Source,Weight
6,16,30
12,22,30
18,28,30
27,37,30
59,69,30
63,73,30
64,74,30
72,82,30
83,93,30
40,41,30
46,47,30
14,15,30
22,23,30
78,79,30
81,82,30
9,19,29
10,20,29
22,32,29
36,46,29
55,65,29
82,92,29
28,29,29
94,95,29
96,97,29
91,92,29
62,63,29
23,24,29
38,39,29
88,89,29
40,50,28
45,55,28
52,62,28
56,66,28
66,76,28
75,85,28
86,96,28
88,98,28
84,85,28
21,22,28
1,11,27
2,12,27
4,14,27
34,44,27
38,48,27
57,67,27
58,68,27
61,71,27
54,55,27
0,1,27
12,13,27
48,49,27
8,18,26
21,31,26
26,36,26
32,42,26
70,80,26
16,17,26
4,5,26
3,13,25
30,40,25
35,45,25
98,99,25
51,52,25
53,54,25
7,8,25
60,70,24
86,87,24
25,26,24
77,78,24
42,43,23
33,34,23
80,90,20
