Target,Source,Weight
35,71,27
71,6,24
35,6,21
53,35,23
53,6,26
50,35,30
50,6,22
90,35,23
90,71,27
75,90,20
75,35,26
51,53,20
51,35,30
20,75,24
20,35,26
55,53,29
55,35,27
83,35,21
83,6,23
8,35,28
8,71,28
45,51,20
45,35,29
64,83,24
64,35,28
94,50,28
94,35,28
54,55,22
54,35,28
42,20,23
42,35,23
41,8,23
41,35,26
81,83,28
81,6,21
96,51,22
96,35,30
26,54,20
26,55,22
79,94,24
79,50,20
58,64,21
58,35,27
65,54,25
65,35,24
0,41,29
0,8,29
23,8,27
23,35,22
9,58,30
9,64,30
31,0,30
31,41,30
92,23,25
92,8,20
27,0,22
27,8,30
98,26,28
98,55,25
29,98,21
29,55,27
89,23,20
89,8,29
69,53,20
69,35,23
46,75,24
46,35,20
36,35,26
36,6,21
91,20,21
91,75,21
48,29,24
48,55,27
49,92,20
49,23,23
28,90,24
28,71,26
34,45,22
34,35,21
82,23,28
82,35,20
43,42,27
43,35,24
59,53,24
59,6,23
24,54,24
24,55,24
25,43,25
25,35,26
80,75,28
80,90,26
4,58,27
4,64,30
1,25,24
1,35,30
56,59,21
56,53,30
37,43,30
37,42,24
95,25,30
95,43,22
44,27,20
44,0,21
72,54,23
72,35,29
15,94,22
15,35,27
7,98,21
7,55,29
70,20,25
70,75,24
30,42,21
30,35,28
67,15,23
67,94,24
21,9,29
21,64,29
14,34,24
14,45,26
97,79,23
97,50,30
32,83,25
32,35,26
18,89,26
18,23,25
17,42,28
17,20,29
38,56,26
38,59,25
60,27,27
60,8,24
11,50,21
11,6,29
62,95,22
62,25,23
57,27,23
57,8,23
3,30,25
3,42,20
2,48,23
2,29,20
99,60,24
99,8,23
16,83,21
16,6,24
68,81,25
68,83,27
10,79,27
10,94,29
47,24,30
47,54,25
61,16,21
61,6,25
73,48,25
73,29,27
13,32,27
13,83,23
39,2,29
39,48,26
5,7,20
5,55,30
12,13,22
12,83,25
66,7,30
66,98,23
88,80,27
88,75,29
84,1,25
84,25,30
76,9,27
76,64,24
40,27,20
40,8,27
22,65,26
22,54,27
85,9,27
85,64,24
52,65,30
52,54,28
86,94,28
86,35,26
33,42,21
33,35,30
19,62,23
19,95,27
74,25,24
74,35,27
87,73,22
87,48,26
63,53,22
63,6,20
93,99,25
93,8,30
78,72,20
78,35,20
77,88,28
77,75,21
35,71,27
71,6,24
35,6,21
53,35,23
53,6,26
50,35,30
50,6,22
90,35,23
90,71,27
75,90,20
75,35,26
51,53,20
51,35,30
20,75,24
20,35,26
55,53,29
55,35,27
83,35,21
83,6,23
8,35,28
8,71,28
45,51,20
45,35,29
64,83,24
64,35,28
94,50,28
94,35,28
54,55,22
54,35,28
42,20,23
42,35,23
41,8,23
41,35,26
81,83,28
81,6,21
96,51,22
96,35,30
26,54,20
26,55,22
79,94,24
79,50,20
58,64,21
58,35,27
65,54,25
65,35,24
0,41,29
0,8,29
23,8,27
23,35,22
9,58,30
9,64,30
31,0,30
31,41,30
92,23,25
92,8,20
27,0,22
27,8,30
98,26,28
98,55,25
29,98,21
29,55,27
89,23,20
89,8,29
69,53,20
69,35,23
46,75,24
46,35,20
36,35,26
36,6,21
91,20,21
91,75,21
48,29,24
48,55,27
49,92,20
49,23,23
28,90,24
28,71,26
34,45,22
34,35,21
82,23,28
82,35,20
43,42,27
43,35,24
59,53,24
59,6,23
24,54,24
24,55,24
25,43,25
25,35,26
80,75,28
80,90,26
4,58,27
4,64,30
1,25,24
1,35,30
56,59,21
56,53,30
37,43,30
37,42,24
95,25,30
95,43,22
44,27,20
44,0,21
72,54,23
72,35,29
15,94,22
15,35,27
7,98,21
7,55,29
70,20,25
70,75,24
30,42,21
30,35,28
67,15,23
67,94,24
21,9,29
21,64,29
14,34,24
14,45,26
97,79,23
97,50,30
32,83,25
32,35,26
18,89,26
18,23,25
17,42,28
17,20,29
38,56,26
38,59,25
60,27,27
60,8,24
11,50,21
11,6,29
62,95,22
62,25,23
57,27,23
57,8,23
3,30,25
3,42,20
2,48,23
2,29,20
99,60,24
99,8,23
16,83,21
16,6,24
68,81,25
68,83,27
10,79,27
10,94,29
47,24,30
47,54,25
61,16,21
61,6,25
73,48,25
73,29,27
13,32,27
13,83,23
39,2,29
39,48,26
5,7,20
5,55,30
12,13,22
12,83,25
66,7,30
66,98,23
88,80,27
88,75,29
84,1,25
84,25,30
76,9,27
76,64,24
40,27,20
40,8,27
22,65,26
22,54,27
85,9,27
85,64,24
52,65,30
52,54,28
86,94,28
86,35,26
33,42,21
33,35,30
19,62,23
19,95,27
74,25,24
74,35,27
87,73,22
87,48,26
63,53,22
63,6,20
93,99,25
93,8,30
78,72,20
78,35,20
77,88,28
77,75,21
0,1,25
0,2,23
0,3,23
0,4,27
0,5,26
0,6,26
0,7,23
0,8,24
0,9,27
0,10,21
0,11,24
0,12,25
0,13,21
0,14,23
0,15,20
0,16,20
0,19,24
0,21,26
0,22,26
0,23,30
0,27,23
0,28,21
0,29,29
0,30,26
0,31,27
0,33,28
0,36,22
0,37,30
0,38,28
0,40,24
0,41,25
0,42,30
0,45,25
0,46,25
0,47,27
0,49,23
0,55,24
0,57,27
0,60,28
0,61,21
0,66,24
0,67,29
0,68,29
0,69,26
0,71,29
0,73,25
0,74,22
0,75,22
0,80,25
0,81,29
0,83,22
0,85,21
0,87,20
0,88,30
0,89,21
0,93,23
0,98,30
0,99,30
0,18,25
0,32,21
0,34,23
0,35,28
0,39,24
0,43,27
0,51,25
0,53,26
0,58,20
0,65,25
0,70,21
0,86,24
0,90,21
0,92,25
0,63,24
0,72,24
0,82,22
0,96,26
0,76,24
0,25,26
0,95,21
0,48,29
0,64,27
1,12,29
1,13,26
1,14,20
1,15,28
1,17,24
1,18,25
1,19,25
1,21,29
1,22,21
1,24,21
1,26,24
1,27,29
1,28,30
1,30,27
1,31,23
1,32,26
1,33,27
1,34,26
1,37,29
1,38,21
1,39,26
1,41,21
1,44,25
1,45,24
1,48,24
1,49,25
1,50,30
1,51,20
1,52,30
1,53,24
1,54,21
1,55,29
1,57,21
1,59,30
1,60,20
1,61,28
1,62,30
1,65,22
1,66,29
1,67,27
1,69,29
1,70,30
1,73,30
1,74,28
1,77,26
1,78,27
1,80,26
1,82,22
1,87,27
1,88,25
1,92,30
1,93,23
1,94,27
1,29,26
1,36,27
1,40,20
1,43,30
1,71,28
1,75,29
1,86,24
1,89,22
1,95,24
1,99,21
1,20,29
1,23,29
1,58,27
1,63,25
1,64,23
1,76,22
1,96,30
1,3,28
1,56,24
1,85,29
1,4,22
1,9,29
1,90,25
1,16,26
1,81,22
1,25,24
1,84,25
2,17,23
2,18,27
2,19,20
2,20,29
2,21,30
2,22,21
2,23,30
2,24,25
2,25,24
2,26,28
2,28,27
2,29,24
2,30,22
2,31,20
2,32,25
2,33,23
2,34,28
2,35,23
2,36,28
2,37,24
2,38,23
2,39,25
2,42,30
2,44,22
2,46,29
2,47,21
2,48,25
2,49,23
2,51,24
2,54,23
2,56,30
2,57,30
2,60,24
2,62,26
2,63,28
2,64,28
2,66,22
2,68,23
2,70,29
2,79,24
2,81,30
2,83,24
2,85,20
2,88,21
2,92,26
2,95,26
2,1,26
2,9,30
2,11,26
2,12,29
2,13,20
2,15,23
2,16,27
2,27,22
2,41,20
2,43,23
2,50,23
2,52,27
2,55,20
2,59,24
2,65,29
2,74,23
2,78,28
2,80,23
2,86,20
2,93,21
2,4,26
2,67,21
2,82,25
2,98,22
2,3,25
2,58,26
2,72,23
2,89,30
2,91,20
2,53,24
2,87,24
2,99,23
2,90,24
2,75,23
3,14,24
3,15,28
3,16,27
3,17,20
3,18,22
3,19,27
3,20,24
3,21,22
3,22,21
3,23,21
3,24,26
3,25,28
3,26,24
3,27,21
3,28,29
3,29,27
3,30,30
3,31,29
3,32,25
3,34,27
3,35,30
3,36,28
3,37,26
3,39,29
3,40,26
3,44,24
3,45,29
3,49,24
3,50,30
3,54,28
3,57,28
3,58,30
3,59,28
3,60,24
3,61,28
3,63,27
3,64,23
3,65,28
3,66,27
3,68,28
3,69,28
3,70,28
3,73,25
3,74,29
3,78,21
3,79,28
3,81,27
3,83,24
3,84,30
3,87,24
3,88,29
3,89,30
3,97,20
3,4,24
3,9,26
3,41,28
3,47,29
3,52,27
3,86,21
3,93,26
3,94,21
3,2,22
3,7,21
3,33,25
3,72,28
3,82,29
3,99,22
3,56,27
3,62,20
3,38,21
3,55,29
3,98,20
3,91,30
3,90,23
3,13,24
4,9,26
4,10,29
4,11,28
4,12,25
4,13,29
4,14,25
4,15,30
4,16,23
4,17,25
4,18,28
4,19,28
4,20,29
4,21,20
4,22,20
4,23,25
4,24,30
4,25,21
4,26,22
4,27,23
4,28,28
4,29,21
4,30,20
4,31,26
4,34,25
4,35,21
4,37,20
4,39,20
4,40,23
4,42,28
4,44,25
4,45,30
4,47,26
4,50,23
4,51,27
4,52,20
4,53,28
4,54,28
4,56,20
4,60,28
4,68,21
4,70,25
4,71,25
4,72,27
4,73,28
4,74,23
4,79,23
4,82,28
4,84,24
4,90,22
4,92,21
4,93,29
4,94,30
4,36,28
4,38,20
4,62,23
4,65,21
4,66,21
4,67,21
4,88,23
4,89,24
4,97,20
4,6,29
4,85,29
4,86,29
4,98,25
4,8,28
4,46,24
4,83,30
4,99,21
4,1,28
4,5,30
4,33,23
4,59,30
4,96,30
4,64,24
4,75,28
5,16,20
5,17,30
5,18,20
5,19,24
5,20,21
5,21,28
5,22,24
5,23,21
5,24,29
5,25,23
5,26,22
5,29,21
5,31,22
5,32,24
5,34,29
5,35,28
5,36,30
5,37,24
5,38,28
5,39,22
5,41,30
5,42,28
5,43,20
5,44,22
5,45,22
5,46,22
5,47,30
5,48,30
5,49,28
5,50,26
5,51,30
5,52,24
5,54,26
5,55,28
5,58,25
5,60,27
5,61,28
5,64,22
5,65,20
5,66,21
5,69,26
5,70,28
5,72,23
5,73,20
5,77,23
5,79,28
5,84,29
5,85,24
5,87,28
5,91,23
5,94,28
5,97,22
5,98,26
5,8,20
5,10,25
5,53,20
5,56,27
5,57,22
5,78,22
5,90,24
5,99,20
5,1,27
5,7,25
5,9,21
5,15,28
