Target,Source,Weight
0,1,20
1,60,20
60,29,20
29,94,20
94,12,20
12,8,20
8,6,20
6,42,20
42,33,20
33,19,20
19,11,20
11,3,20
3,71,20
71,39,20
39,7,20
7,34,20
34,9,20
9,2,20
2,26,20
26,4,20
4,17,20
17,78,20
78,20,20
20,14,20
14,47,20
47,30,20
30,55,20
55,22,20
22,15,20
15,63,20
63,51,20
51,13,20
13,10,20
10,25,20
25,81,20
81,24,20
24,23,20
23,87,20
87,68,20
68,28,20
28,65,20
65,31,20
31,5,20
5,49,20
49,27,20
27,46,20
46,38,20
38,21,20
21,43,20
43,64,20
64,62,20
62,37,20
37,92,20
92,44,20
44,52,20
52,69,20
69,32,20
32,16,20
16,95,20
95,118,20
118,72,20
72,57,20
57,85,20
85,53,20
53,45,20
45,97,20
97,41,20
41,74,20
74,59,20
59,83,20
83,58,20
58,54,20
54,50,20
50,40,20
40,67,20
67,35,20
35,82,20
82,79,20
79,77,20
77,80,20
80,48,20
48,132,20
132,66,20
66,137,20
137,88,20
88,18,20
18,93,20
93,123,20
123,107,20
107,143,20
143,91,20
91,70,20
70,102,20
102,86,20
86,157,20
157,150,20
150,61,20
61,98,20
98,75,20
75,115,20
115,154,20
154,100,20
100,114,20
114,89,20
89,131,20
131,56,20
56,117,20
117,36,20
36,113,20
113,145,20
145,90,20
90,109,20
109,139,20
139,73,20
73,122,20
122,119,20
119,99,20
99,96,20
96,138,20
138,126,20
126,84,20
84,136,20
136,128,20
128,76,20
76,202,20
202,105,20
105,103,20
103,160,20
160,101,20
101,159,20
159,127,20
127,104,20
104,182,20
182,125,20
125,111,20
111,106,20
106,177,20
177,129,20
129,108,20
108,124,20
124,135,20
135,130,20
130,133,20
133,163,20
163,141,20
141,180,20
180,209,20
209,120,20
120,158,20
158,218,20
218,116,20
116,228,20
228,148,20
148,171,20
171,152,20
152,112,20
112,153,20
153,110,20
110,140,20
140,230,20
230,121,20
121,134,20
134,168,20
168,144,20
144,156,20
156,198,20
198,164,20
164,247,20
247,169,20
169,187,20
187,167,20
167,162,20
162,185,20
185,178,20
178,155,20
155,142,20
142,161,20
161,176,20
176,172,20
172,199,20
199,186,20
186,179,20
179,174,20
174,151,20
151,190,20
190,166,20
166,215,20
215,183,20
183,208,20
208,149,20
149,229,20
229,194,20
194,193,20
193,192,20
192,147,20
147,241,20
241,196,20
196,146,20
146,217,20
217,206,20
206,189,20
189,165,20
165,226,20
226,197,20
197,181,20
181,220,20
220,170,20
170,191,20
191,173,20
173,175,20
175,188,20
188,246,20
246,224,20
224,205,20
205,222,20
222,314,20
314,245,20
245,233,20
233,225,20
225,221,20
221,216,20
216,200,20
200,210,20
210,207,20
207,184,20
184,195,20
195,242,20
242,227,20
227,223,20
223,214,20
214,236,20
236,249,20
249,248,20
248,244,20
244,240,20
240,213,20
213,235,20
235,204,20
204,301,20
301,212,20
212,243,20
243,234,20
234,335,20
335,250,20
250,237,20
237,287,20
287,265,20
265,302,20
302,238,20
238,318,20
318,272,20
272,296,20
296,319,20
319,219,20
219,262,20
262,276,20
276,268,20
268,239,20
239,251,20
